time,x,y,diameter,numberOfDetections
1249.029,639.5,359.5,1230.837890625,1
1249.059,575.2222290039062,106.77777862548828,2.897423267364502,3
1249.09,1094.4866943359375,287.030517578125,1.4142135381698608,1
1249.696,1172.3563232421875,422.1954040527344,4.575636863708496,1
1249.726,1172.3563232421875,422.1954040527344,4.575636863708496,1
1249.756,1172.3563232421875,422.1954040527344,4.575636863708496,1
1249.878,1166.3768310546875,391.76312255859375,7.711945533752441,1
1249.908,1166.4310302734375,391.7248840332031,7.730532646179199,1
1249.938,1166.4100341796875,391.7922058105469,7.597885608673096,1
1249.968,1166.4736328125,391.6988525390625,6.721123218536377,2
1249.999,1130.05126953125,149.6923065185547,1.7207592725753784,1
1250.029,1129.3333740234375,147.6666717529297,1.4907119274139404,1
1250.059,1129.3333740234375,147.6666717529297,1.4907119274139404,1
1250.09,1114.292724609375,432.6300964355469,7.500232219696045,2
1250.12,1114.175048828125,432.54998779296875,7.657049655914307,2
1250.15,1114.3372802734375,432.6000061035156,7.5696024894714355,2
1250.181,1131.5,150.5,1.4142135381698608,1
1250.302,1169.3720703125,364.75970458984375,5.569323539733887,2
1250.393,1131.3333740234375,150.6666717529297,1.4907119274139404,1
1250.544,1140.6136474609375,359.7778625488281,2.0,2
1250.665,1178.0,288.5238037109375,7.325908660888672,1
1250.877,372.62396240234375,564.2767944335938,21.2683162689209,30
1251.12,277.5655517578125,515.0993041992188,4.08270788192749,1
1251.756,293.5225830078125,293.5538635253906,2.0,1
1251.968,300.7178955078125,257.40118408203125,2.0,1
1252.302,335.2442321777344,163.63368225097656,2.0,1
1252.726,363.71368408203125,66.51851654052734,12.534008979797363,1
1252.908,443.09686279296875,87.75119018554688,2.282299041748047,1
1253.514,478.27777099609375,91.42222595214844,6.471377849578857,1
1254.15,429.3706359863281,185.23387145996094,2.282299041748047,1
1254.756,428.0,274.0,2.0,1
1254.877,442.77777099609375,321.4444580078125,1.9116278886795044,1
1257.15,432.41119384765625,653.9398803710938,12.794392585754395,1
1257.332,446.9886169433594,605.3461303710938,2.2466161251068115,1
1257.484,461.53668212890625,609.1300048828125,18.580753326416016,1
1257.544,461.654052734375,609.1344604492188,18.48737335205078,1
1257.877,356.0,566.8333129882812,3.3699240684509277,1
1258.09,354.0877685546875,536.4179077148438,2.0,1
1258.15,354.02935791015625,536.5250854492188,2.0,1
1258.302,358.90972900390625,461.46136474609375,2.291255474090576,1
1258.514,476.2010498046875,459.8985900878906,24.120853424072266,1
1258.756,486.63812255859375,442.4901428222656,2.2373154163360596,1
1258.908,444.2087707519531,336.83599853515625,2.149935483932495,1
1258.968,433.2862243652344,342.4888000488281,13.86989974975586,1
1259.09,455.2275390625,266.2059326171875,2.99053692817688,1
1259.332,488.7793884277344,169.12985229492188,2.981423854827881,1
1259.756,460.9227600097656,160.67330932617188,1.8242043256759644,1
1259.968,530.8666381835938,70.86666870117188,2.282299041748047,1
1260.09,470.7272644042969,61.75757598876953,4.072105407714844,1
1260.15,470.74603271484375,61.82539749145508,4.429225444793701,1
1260.302,558.6185913085938,126.80310821533203,6.143651962280273,1
1261.12,618.0,178.0,2.0,1
1263.302,487.88348388671875,585.18701171875,8.59565258026123,1
