time,x,y,diameter,numberOfDetections
890.485,639.5,359.5,1230.837890625,1
890.515,743.3892822265625,516.1025390625,2.6838290691375732,2
890.879,1061.665771484375,484.7283630371094,15.310562133789062,1
890.909,1062.0062255859375,484.5159912109375,14.323266983032227,1
890.939,1062.0113525390625,484.52056884765625,14.317892074584961,1
891.091,1145.5960693359375,468.1271057128906,8.830771446228027,1
891.121,1145.7479248046875,467.70587158203125,8.717522621154785,1
891.151,1146.0234375,467.77484130859375,8.543992042541504,1
891.273,1054.0452880859375,439.658447265625,7.002466201782227,1
891.303,1054.53369140625,439.510009765625,11.110695838928223,1
891.333,1054.468505859375,439.45001220703125,10.97196102142334,1
891.363,1054.5484619140625,439.49029541015625,11.327072143554688,1
891.485,1047.1551513671875,368.7491760253906,8.910521507263184,1
891.515,1047.1939697265625,368.9333190917969,8.877509117126465,1
891.545,1047.3760986328125,369.1082763671875,9.387361526489258,1
891.576,1046.0450439453125,369.74774169921875,4.965786457061768,1
891.727,1112.5,372.5,1.4142135381698608,1
891.939,1105.9488525390625,266.2787170410156,13.873406410217285,1
892.091,1135.22216796875,271.28887939453125,7.198627948760986,1
892.121,1135.2027587890625,271.4234313964844,6.999138832092285,1
892.273,1054.625,225.3229217529297,4.804844856262207,1
892.303,1054.6949462890625,225.43502807617188,6.148761749267578,1
892.333,1054.4937744140625,225.5,5.837313175201416,1
892.485,1030.9444580078125,208.51852416992188,6.083009243011475,1
892.515,1030.870361328125,208.7345733642578,5.921576023101807,1
892.545,1033.5316162109375,210.75633239746094,2.108185052871704,1
892.576,1030.3907470703125,208.32183837890625,4.70899772644043,1
892.697,1018.0,281.0,2.4142136573791504,1
892.727,1018.0,281.0,2.4142136573791504,1
892.757,1018.0,281.0,2.4142136573791504,1
893.576,1034.3333740234375,407.8333435058594,2.280539035797119,1
893.939,1052.5555419921875,490.22222900390625,1.7916128635406494,1
894.333,1066.71435546875,435.4069519042969,2.713771343231201,1
894.545,1068.11865234375,425.31072998046875,10.854540824890137,1
894.939,1119.904296875,387.655029296875,1.4907119274139404,1
895.151,1193.2359619140625,375.7907409667969,9.658342361450195,1
895.303,1145.582275390625,352.87774658203125,2.0,1
895.363,1145.5992431640625,352.84930419921875,2.0,1
895.515,1120.2869873046875,280.1976623535156,9.694122314453125,1
897.939,1106.290283203125,442.807373046875,2.0,1
898.303,1191.810302734375,323.3128356933594,6.820937156677246,1
899.121,1046.6666259765625,385.3333435058594,1.4907119274139404,1
899.576,455.4228515625,262.3180236816406,11.869175910949707,16
900.333,394.25286865234375,392.7701110839844,4.529143810272217,1
900.485,410.0,416.0,4.4721360206604,1
900.545,410.0,416.0,4.4721360206604,1
901.969,372.9328308105469,640.0870361328125,9.861825942993164,1
902.333,411.91357421875,636.456787109375,4.311948299407959,1
902.939,417.1395263671875,565.5093994140625,1.4907119274139404,1
903.151,337.73431396484375,476.8033142089844,2.557061195373535,1
903.303,339.53955078125,452.22625732421875,5.255310535430908,1
903.515,353.0096130371094,392.3420715332031,2.0,1
904.121,403.7925720214844,243.1044464111328,4.670783996582031,1
904.272,472.99639892578125,158.56234741210938,13.370526313781738,1
904.333,472.4354553222656,158.43740844726562,24.904069900512695,1
904.485,398.6000061035156,152.10667419433594,6.250349521636963,1
904.757,481.57000732421875,101.34616088867188,2.0,1
904.969,420.6531677246094,49.871620178222656,10.069829940795898,1
905.333,460.8341979980469,44.71154022216797,2.2360680103302,1
910.303,536.650634765625,401.0088195800781,22.76801109313965,1
910.515,502.0302734375,338.27069091796875,1.813529372215271,1
910.575,517.0201416015625,343.3915100097656,13.90120792388916,1
910.727,519.6138305664062,240.49935913085938,21.46709632873535,1
910.939,624.312744140625,231.0356903076172,15.034125328063965,1
911.091,632.0319213867188,164.57791137695312,19.054121017456055,1
911.151,634.103515625,159.1465606689453,2.0,1
911.303,565.4943237304688,122.87471771240234,2.0,1
911.575,586.06005859375,110.89911651611328,2.0,1
915.333,617.3043212890625,565.0096435546875,10.018508911132812,1
915.515,610.9624633789062,528.2891235351562,1.7916128635406494,1
915.939,663.1270141601562,371.20428466796875,2.0,1
916.151,664.941162109375,343.85919189453125,15.792763710021973,1
916.303,694.635498046875,300.280029296875,24.272747039794922,1
